,Metropolitan Statistical Area,All Violent,Murder,Rape,Robbery,Assault,All,Burglary,Larceny,Car Theft
137,"Los Angeles-Long Beach, CA M.S.A.",0.8113896981688736,0.9354041651959053,0.304567461692765,1.0217026091130386,0.7742659912467624,0.2969210286885763,0.30561982739884624,0.2369861467979827,0.7551643042572672
138,"Lowell, MA-NH M.S.A.",0.2702054850424722,0.17649135192375573,0.2541562956194797,0.1717694654918229,0.3039389570121602,0.1893116058077988,0.17718833605486914,0.166304863789247,0.3985340400954153
139,"Lubbock, TX M.S.A.",0.9395762112637442,0.48535121779032825,0.6752995788567169,0.3654815373538587,1.1703308621811646,0.5563748485199084,0.5982089793374836,0.5685251538337147,0.33971189473412966
140,"Lynchburg, VA M.S.A.",0.1861797412041454,0.4059301094246381,0.24365396935421196,0.1690266396955463,0.1779995151267689,0.20998654173163445,0.170793207507977,0.2235746856405667,0.18285284043736796
141,"Macon, GA M.S.A.",0.40363286764055156,0.5471231909636428,0.3791339781761661,0.523194020639764,0.35063990506692544,0.5444236793151178,0.5940256997616971,0.5180091077136627,0.6247472048276739
142,"Madison, WI M.S.A.",0.1810247875944321,0.10589481115425345,0.2541562956194797,0.261597010319882,0.13908205841446458,0.28785496170589153,0.22022322364485775,0.31396820838527917,0.22195556182991785
143,"Manchester, NH M.S.A.",0.14167530837362058,0.08824567596187786,0.35392839513952346,0.2852538828127678,0.0599711628025673,0.24941953210292364,0.2018552604500246,0.2557923922285455,0.2992646671618933
144,"Mansfield, OH M.S.A.",0.13213864419565097,0.1500176491351924,0.35392839513952346,0.2386258442760653,0.062267930739686894,0.34865726853582824,0.38414046587309353,0.3575108437909326,0.1811722077127598
145,"McAllen-Edinburg-Mission, TX M.S.A.",0.43774147735815455,0.36180727144369923,0.15858512660554314,0.29451091987520134,0.5158795983208077,0.5399639958802697,0.6316752159437764,0.5176247464931841,0.48928820722425603
146,"Medford-Ashland, OR M.S.A.",0.2103221072763027,0.1941404871161313,0.3245218815967737,0.09462748997154316,0.23490832067984338,0.41476033944841345,0.2740769377239496,0.475303830681195,0.23349590653889393
147,"Memphis, TN-AR-MS M.S.A.4",0.8643998044554254,1.2883868690434168,0.6343405064221725,1.339527548256591,0.6896683722295239,0.563347993890625,0.7889569112586955,0.4414251345332906,1.012525195485597
148,"Merced, CA M.S.A.",0.5473701574580574,0.2559124602894458,0.29721583330707757,0.28731100215997524,0.6661902999834125,0.3664177622149605,0.5083886776412839,0.3168371903524234,0.4271047964137541
149,"Miami, FL M.S.A.",1.0373484980613068,0.7589128132721495,0.4999107302267453,1.361470154626804,0.9623457656531119,0.670497756417372,0.6324445547163349,0.6144837740538054,1.1922408548370296
150,"Middlesex-Somerset-Hunterdon, NJ M.S.A.",0.16195145923849288,0.11471937875044123,0.11762605417099889,0.2173689443549216,0.14367559428870377,0.2027004361198759,0.1781019258472823,0.20615488604101623,0.2245325320076504
151,"Milwaukee-Waukesha, WI M.S.A.",0.38722293198296415,0.7589128132721495,0.28251257653570266,0.7933623615730104,0.2345255260236568,0.3998751679838544,0.2866267764513094,0.393283891668339,0.7031767319760548
152,"Minneapolis-St. Paul, MN-WI M.S.A.7",0.3075788987128937,0.30885986586657255,0.48520747345537046,0.3973668872355744,0.24549897283433933,0.3671023627422398,0.2684511479496159,0.3913758127523913,0.38564918920675273
153,"Mobile, AL M.S.A.8",0.47081909635381486,0.7942110836569007,0.304567461692765,0.8039908115335823,0.3514054943792986,0.5294700477978308,0.6321079690033404,0.500150038147851,0.510464179554319
154,"Modesto, CA M.S.A.",0.5943661511999436,0.3176844334627603,0.3486772320068896,0.3994240065827819,0.6872440060736754,0.4546823301963308,0.48271199610714555,0.4215618957464115,0.6433462069800042
155,"Monmouth-Ocean, NJ M.S.A.",0.1599753936881028,0.1411930815390046,0.11027442578531146,0.18411218157506767,0.15375585356828422,0.20609409873367487,0.1862761503057159,0.2225588738435874,0.11047359109757648
156,"Monroe, LA M.S.A.",0.7707514805456338,0.8824567596187787,0.5188149175042271,0.4093667500942846,0.9166656033481775,0.5858615712305821,0.5878709895812293,0.601827308150901,0.4296817665914866
157,"Montgomery, AL M.S.A.",0.5268362589126995,1.0765972467349099,0.4925591018410579,0.7357630198512015,0.43332355080323104,0.5678956973932661,0.6670167158081804,0.5380782542972269,0.5598747816577989
158,"Naples, FL M.S.A.",0.5406687177654301,0.5206494881750795,0.5471711984204503,0.3257105633078478,0.6077503158055916,0.3830437750203155,0.4800193104031909,0.36486861572580975,0.2916457988103363
159,"Nashville, TN M.S.A.4",0.8362193913889928,0.6971408400988353,0.5093628238654863,0.7103918812356428,0.9055645583187663,0.4960126420289369,0.4663154635169935,0.48518740492207474,0.6357273386284471
160,"Newark, NJ M.S.A.",0.48465155520654557,0.5294740557712672,0.1942930359074535,0.9407892481228783,0.33839047606895417,0.3060653357315216,0.28124140504340017,0.24814634937830934,0.8255267943275288
161,"New Bedford, MA M.S.A.",0.6258113682191948,0.1941404871161313,0.3413256036212021,0.32125347138889837,0.7654617141544706,0.24341460747793067,0.35923312311151356,0.18520719952492948,0.4398776051207761
162,"Newburgh, NY-PA M.S.A.",0.24597720307681972,0.08824567596187786,0.16698698761775735,0.26056845064627826,0.246774955021628,0.22946831673649756,0.21132774408715058,0.24615590734368775,0.1272799183436581
163,"New Haven-Meriden, CT M.S.A.",0.34813120044263834,0.46770208259795265,0.2173981536910426,0.5489080124798572,0.27969529545367555,0.34887242870154456,0.2653257091860971,0.3536672315861461,0.49197721958362917
164,"New London-Norwich, CT-RI M.S.A.",0.26556602679373026,0.08824567596187786,0.5093628238654863,0.2228545959474748,0.24830613364637438,0.2503779728411147,0.25325670719158644,0.2573572914833514,0.17769890008190295
165,"New Orleans, LA M.S.A.",0.6640439408245684,1.8002117896223084,0.3476269993803628,0.9315322110604448,0.5712572252491357,0.4933035799424173,0.4542464615224827,0.43593425995502405,1.0348215896320652
166,"New York, NY M.S.A.",0.7494443389588188,0.6883162725026473,0.20269489691966774,1.2736997291459522,0.6044327621186409,0.26075456083316273,0.21791520732718236,0.24501655086869747,0.4796525796031693
167,"Oakland, CA M.S.A.",0.5021783974795708,0.6088951641369573,0.3497274646334163,0.6685637878424245,0.44570057801993107,0.36832486368381,0.32384353957382467,0.33317254222276627,0.745640718817821
168,"Ocala, FL M.S.A.",0.6673946606708822,0.33533356865513586,0.5450707331673966,0.3308533616758665,0.7969784741805007,0.36961582467810816,0.5095907694734065,0.3418618512428731,0.2566886381384865
169,"Odessa-Midland, TX M.S.A.",0.3641115566327496,0.3176844334627603,0.4379470052616656,0.1971406041073816,0.4095902821196618,0.36089205795906304,0.38904500054815366,0.3729813829151985,0.1836371357088518
170,"Oklahoma City, OK M.S.A.",0.4483091322580668,0.4147546770208259,0.5828791077223606,0.3997668598073163,0.44021385461458973,0.5701255391106903,0.5181015796448345,0.5892257509937794,0.5150579090015812
171,"Olympia, WA M.S.A.",0.22750528597534708,0.08824567596187786,0.5839293403488874,0.17279802516542664,0.20134998915415148,0.3695767046479779,0.43929243913087773,0.35763438846894363,0.29130967226541465
172,"Omaha, NE-IA M.S.A.4",0.46910077848391046,0.5912460289445817,0.40223909595975516,0.48273734014468395,0.4594811856426486,0.46681931954423994,0.32725748037705277,0.4779806320380999,0.6842416032788029
173,"Orange County, CA M.S.A.",0.26187164337343577,0.17649135192375573,0.18589117489523932,0.3421675180855075,0.23656709752331867,0.2277665954258318,0.20675979512508477,0.21277138990782735,0.3909151717438583
174,"Orlando, FL M.S.A.",0.766971181231844,0.4500529474055771,0.4473990989004065,0.6510782733911611,0.8358959308928051,0.5011373659759993,0.554741338687931,0.4676028790851762,0.6319179044526687
175,"Panama City, FL M.S.A.",0.5018347339055899,0.33533356865513586,0.7110074881586272,0.2934823602015976,0.5447167957535314,0.4419781004115329,0.4541502941759129,0.4617688248457681,0.23629696107990752
176,"Philadelphia, PA-NJ M.S.A.",0.5671308129619584,0.7147899752912107,0.33817490574162185,0.9246751465697531,0.44684896198849083,0.3128037609214567,0.24383230722774532,0.3018608299402015,0.5515836602163986
177,"Phoenix-Mesa, AZ M.S.A.",0.48147266714722237,0.6353688669255206,0.30981862482539885,0.581479068810642,0.4518252925189166,0.5520618651980486,0.5339691918288526,0.4837460503452798,1.131962161114417
178,"Pine Bluff, AR M.S.A.",1.2402818384970202,1.4560536533709847,0.8559395906193222,1.0854733088764696,1.3129856707200371,0.6535881233935726,1.0025926716635214,0.5698566909189444,0.5002683410250294
179,"Pittsburgh, PA M.S.A.",0.28386611210821244,0.3000352982703848,0.20479536217272126,0.3654815373538587,0.256344821426293,0.22182035084603421,0.1905075135547874,0.22340995940321873,0.2738310919294898
180,"Pittsfield, MA M.S.A.",0.21307141586814982,0.0,0.11762605417099889,0.09085610450166282,0.26821145576807753,0.18105727945031663,0.23310964808521184,0.17091719843499087,0.13601920851162053
181,"Pocatello, ID M.S.A.",0.23420672566797437,0.22943875750088247,0.13548000882195407,0.062056433640758385,0.30495974276199117,0.29361538614257043,0.19257511150603826,0.33959686547933815,0.1433019503182559
182,"Portland, ME M.S.A.",0.12483579324855712,0.0705965407695023,0.41484188747807643,0.12034148181163642,0.08919115489147776,0.2778695740151459,0.2522469500526034,0.3047984478395741,0.10778457873820342
183,"Portland-Vancouver, OR-WA M.S.A.",0.38851167038539247,0.18531591951994353,0.43689677263513876,0.39565262111290145,0.3738627808755791,0.44938156611368224,0.35990629453750217,0.45995683623494005,0.5553930943921771
184,"Portsmouth-Rochester, NH-ME M.S.A.",0.14176122426711582,0.15884221673138016,0.5408698026612895,0.08811327870538621,0.10960686988809641,0.21954160909094736,0.18146778297722554,0.237631324560929,0.15271349357606162
185,"Providence-Fall River-Warwick, RI-MA M.S.A.",0.26324629766935925,0.3794564066360748,0.3948874675740677,0.3092536085301882,0.22240369524441447,0.3125983807632729,0.29600309274186554,0.2901103583427112,0.5235731148062626
186,"Provo-Orem, UT M.S.A.",0.0811905193529845,0.04412283798093893,0.28251257653570266,0.05074227723111734,0.06660627017646836,0.32359110922987233,0.23219605829279868,0.3668453305739857,0.17187270663659465
187,"Pueblo, CO M.S.A.",0.6033014041234468,0.36180727144369923,0.6070344581324764,0.2927966537525285,0.7079149175077518,0.3587697963244972,0.342596172154937,0.3793096158666507,0.21590528402132847
188,"Punta Gorda, FL M.S.A.",0.18497691869521232,0.18531591951994353,0.07981767961603496,0.1042273802585113,0.22367967743170317,0.20148771518583822,0.2505640214876318,0.18408157023638483,0.22195556182991785
189,"Racine, WI M.S.A.",0.2797421492204419,0.2823861630780092,0.1386307067015344,0.5149655432509341,0.20300876599762674,0.3832980552161621,0.39649796990731373,0.37300883728808987,0.4227351513297729
190,"Raleigh-Durham-Chapel Hill, NC M.S.A.",0.41729349470629173,0.5735968937522061,0.24890513248684584,0.6521068330647648,0.33839047606895417,0.47950398931397253,0.5897943365126255,0.4548365956907066,0.40671311935517507
191,"Rapid City, SD M.S.A.",0.2935746080731725,0.09707024355806565,1.0995935599735343,0.15874104295950897,0.24192622270993105,0.4363643760878425,0.29946511721837854,0.5003559459445359,0.21736183238265555
192,"Reading, PA M.S.A.",0.3464128825727339,0.8206847864454642,0.23735257359505135,0.48342304659375307,0.29398629595130865,0.2918647647942419,0.28946371317511865,0.2896024524442215,0.30542698715212324
193,"Redding, CA M.S.A.",0.4215892893810529,0.15884221673138016,0.7183591165443147,0.15496965748962865,0.4788761148894364,0.26268122231707747,0.30855293146922536,0.24330065256298916,0.3045306496989989
194,"Reno, NV M.S.A.",0.34074243360204926,0.3000352982703848,0.5114632891185398,0.4570233483045907,0.2694874379553662,0.385801737144498,0.3912087658459743,0.38598102847924454,0.3577506859782573
195,"Richland-Kennewick-Pasco, WA M.S.A.",0.2204601827087389,0.22943875750088247,0.3612800235252109,0.15599821716323237,0.22202090058822785,0.3491462689124563,0.31566931511539104,0.3698927659649236,0.24537237779279159
196,"Richmond-Petersburg, VA M.S.A.",0.3843877074976218,0.9795270031768442,0.3024669964397114,0.6298213734700173,0.28556481351520346,0.4016844693773783,0.3166309885810891,0.4105801465898785,0.5129291075504109
197,"Riverside-San Bernardino, CA M.S.A.",0.4935868081300487,0.6088951641369573,0.29826606593360433,0.4889086981863063,0.5059269372599561,0.3202267866386711,0.42111681062918427,0.24876407276836435,0.6570153531401506
198,"Rochester, MN M.S.A.7",0.20173051792678054,0.2117896223085069,0.35917955827215736,0.15668392361230155,0.19445968534279268,0.22140959052966663,0.16502316671378858,0.2414886639521612,0.18083608116783817
199,"Rochester, NY M.S.A.",0.19571640538211502,0.4235792446170138,0.18799164014829287,0.3778242534371035,0.1210907095736944,0.32870605316940216,0.24844833986309606,0.3484509007367929,0.3427370336384244
200,"Rocky Mount, NC M.S.A.",0.44255276739388694,0.9089304624073421,0.20269489691966774,0.5835361881578494,0.40218958543338745,0.47358708475677264,0.6707672423244029,0.4360715318194808,0.30329818570095285
201,"Sacramento, CA M.S.A.4",0.447621805110105,0.4500529474055771,0.3318735099824612,0.5657078204820515,0.407421112401271,0.0,0.3987098188784193,0.32691294520354247,0.0
202,"Saginaw-Bay City-Midland, MI M.S.A.",0.449168291193019,0.3265090010589481,0.6868521377485114,0.24034011039873823,0.4894667670439323,0.3294786737644746,0.30831251310280083,0.3390477780215115,0.28884474426932266
203,"Salem, OR M.S.A.",0.23678420247283102,0.22943875750088247,0.4221935158637639,0.23794013782699625,0.20849548940296803,0.493332919965015,0.3430289252145011,0.5373918949749437,0.466207517806304
204,"Salinas, CA M.S.A.",0.5240010344273571,0.5824214613483938,0.42009305061071034,0.6092501799979426,0.4920187314185096,0.2747595316197913,0.28302050095494163,0.2701647564371581,0.2831305930056549
205,"Salt Lake City-Ogden, UT M.S.A.",0.2909112153748207,0.30885986586657255,0.47575537981662935,0.29245380052799386,0.26106595551926104,0.49420334063541294,0.35928120678479847,0.5377762561954222,0.43517183349187327
206,"San Angelo, TX M.S.A.",0.3310339376370892,0.07942110836569008,0.8979488956803934,0.13542702369115778,0.33086218116395105,0.44010033896528106,0.4125098331111865,0.48164579081909276,0.14946427030848583
207,"San Antonio, TX M.S.A.",0.49143891079266816,0.5647723261560184,0.39908839808017477,0.4035382452771967,0.5230250985696241,0.5697147787943226,0.42943528610747256,0.6206610079543552,0.4602692821793552
208,"San Diego, CA M.S.A.",0.40964698018521706,0.3000352982703848,0.2919646701744437,0.3980525936846435,0.4205637289303443,0.27366417077614436,0.26316194388827646,0.22785756781161462,0.662057251313975
209,"San Francisco, CA M.S.A.",0.4586190394774934,0.3794564066360748,0.2573069934990601,0.8334761888435559,0.3341797348509016,0.3317965355496917,0.2583054928865013,0.3256363168640955,0.5413878216871091
210,"San Jose, CA M.S.A.",0.36608762218313967,0.17649135192375573,0.3035172290662382,0.2118832927623684,0.4255400594607701,0.21540466590467372,0.17007195240870346,0.22081552116498782,0.26912532030058695
211,"San Luis Obispo-Atascadero-Paso Robles, CA M.S.A.",0.24726594147924807,0.10589481115425345,0.29931629856013114,0.09908458189049264,0.2924551173265622,0.2608719209235535,0.26825881325647627,0.26677414138507854,0.18599002152330318
212,"Santa Barbara-Santa Maria-Lompoc, CA M.S.A.",0.28206187834481283,0.22061418990469467,0.30771815957234533,0.1628552816539239,0.3177195646348778,0.21645112671065778,0.21969430323872377,0.22570239953964502,0.12559928561904993
213,"Santa Cruz-Watsonville, CA M.S.A.",0.4066399239128843,0.2823861630780092,0.4274446789963978,0.23382589913258128,0.46088476604866613,0.29288188557762823,0.2822511621823831,0.30201182899110385,0.23248752690412902
214,"Santa Fe, NM M.S.A.",0.40964698018521706,0.34415813625132363,0.491508869214531,0.24754002811396436,0.45144249786273005,0.3912198613175372,0.7700119439844436,0.2997331160411233,0.24122681707209143
215,"Santa Rosa, CA M.S.A.",0.25912233478158864,0.2117896223085069,0.3896363044414338,0.1823979154523948,0.26642508070587345,0.2644220636578734,0.28648252543145464,0.2609812687050074,0.23147914726936408
216,"Sarasota-Bradenton, FL M.S.A.",0.5701378692342912,0.33533356865513586,0.3213711837171934,0.4515376967120374,0.6349287363948403,0.3964228253248601,0.45299628601707526,0.38338659024101357,0.35663026416185184
217,"Savannah, GA M.S.A.",0.5919605061820775,1.2266148958701024,0.3812344434292196,1.041588096136044,0.42758163096043195,0.5032009475653698,0.47343184716315917,0.45803503013254676,0.9232275767180834
218,"Seattle-Bellevue-Everett, WA M.S.A.",0.32957336744767046,0.2647370278856336,0.5167144522511737,0.4343950354853086,0.2611935537379899,0.4731078643876772,0.38914116789472347,0.43512435595472976,0.9617700872024305
219,"Sheboygan, WI M.S.A.",0.10155258611135205,0.0,0.23315164308894423,0.04868515788390988,0.10437534292021286,0.2774685937063109,0.2102699032748827,0.30990496119736194,0.1593239822928537
220,"Sherman-Denison, TX M.S.A.",0.2699477373619866,0.4059301094246381,0.21424745581146223,0.17142661226728834,0.30508734098072005,0.39189468183728393,0.3948150413423421,0.40821907052122386,0.23775350944123455
221,"Shreveport-Bossier City, LA M.S.A.",0.6480635846344572,1.3942816801976705,0.44844933152693334,0.6438783556759351,0.6481989511426423,0.5509860643694668,0.5647427427311908,0.5625263733569584,0.4049204444489264
222,"Sioux City, IA-NE M.S.A.4",0.38945674521383994,0.2117896223085069,0.4095907243454425,0.14194123495731473,0.4726238021717218,0.4634647769605712,0.46987365534007636,0.47066404166255976,0.37310046486301185
223,"Sioux Falls, SD M.S.A.",0.2292236038452515,0.10589481115425345,0.603883760252896,0.1145129769945486,0.22291408811932995,0.2669257455862093,0.21930963385244456,0.2899868136647002,0.1799397437147138
224,"South Bend, IN M.S.A.",0.38232572605373655,0.5647723261560184,0.3770335129231125,0.6143929783659613,0.28505442064028796,0.5318857096583736,0.5358925387602488,0.5301027589722948,0.5179710057242354
225,"Spokane, WA M.S.A.",0.36265098644333077,0.2559124602894458,0.30771815957234533,0.3946240614392977,0.35063990506692544,0.553548426342998,0.5438263448522578,0.5570492259651376,0.5277186755269627
226,"Springfield, MA M.S.A.",0.0,0.3265090010589481,0.4904586365880043,0.4529091096101757,0.0,0.3562465543810962,0.39284361073766105,0.32166915998129797,0.5403794420523441
227,"Springfield, MO M.S.A.",0.3199507873762056,0.1500176491351924,0.3213711837171934,0.3030822504885658,0.32116471654055717,0.44496100270896427,0.44491822890521143,0.45281869928319357,0.3649213856032521
228,"State College, PA M.S.A.",0.11873576481039637,0.1323685139428168,0.28671350704180976,0.0455994788630987,0.12249428997971193,0.247179910377967,0.13819247702081247,0.298058399294752,0.0769729787870538
229,"St. Cloud, MN M.S.A.7",0.11126108207631209,0.15884221673138016,0.40223909595975516,0.06857064490691533,0.08868076201656229,0.15986400312725518,0.09991787308602934,0.1754197155891694,0.16683080846277015
230,"St. Joseph, MO M.S.A.",0.22716162240136614,0.0,0.24260373672768523,0.17588370418623783,0.2424366155848465,0.4189168426497522,0.31129370084646485,0.4690442336619712,0.24548441997443213
231,"Stockton-Lodi, CA M.S.A.",0.6857806618788596,0.6000705965407696,0.3791339781761661,0.7793053793670928,0.6737185948884156,0.4254890077116337,0.42943528610747256,0.3962901454999399,0.6393126884409447
232,"Syracuse, NY M.S.A.",0.26831533538557734,0.2912107306741969,0.15333396347290928,0.26673980868790065,0.276377741766725,0.2478351708826486,0.25580514187568626,0.25230568687134625,0.18386122007213285
233,"Tacoma, WA M.S.A.",0.5547589242986466,0.4147546770208259,0.5104130564920131,0.5873075736277299,0.5374436972859861,0.5842185299651118,0.5664737549694473,0.5377213474496396,0.9839544391672583
234,"Tallahassee, FL M.S.A.",0.9013436386583707,0.4147546770208259,0.6952539987607256,0.7282202489114409,0.9771471590256603,0.5699983990127669,0.70957076666532,0.5417708674511111,0.45466717309732796
235,"Tampa-St. Petersburg-Clearwater, FL M.S.A.",0.7619021435156259,0.4324038122132016,0.5272167785164414,0.722391744094353,0.7923849383062614,0.4825651316716644,0.5122353715040763,0.4447608408395875,0.7045212381557413
236,"Texarkana, TX-Texarkana, AR M.S.A.",0.5088798371721981,0.5471231909636428,0.5408698026612895,0.3452531971063187,0.5536486710645521,0.388657499344006,0.4018833413152229,0.4003533926878571,0.24828547451544572
237,"Toledo, OH M.S.A.",0.3866215207284976,0.20296505471231904,0.37598328029658573,0.6452497685740732,0.28543721529647453,0.502281626857309,0.5129566266033497,0.48881138214373065,0.5692863249156046
238,"Trenton, NJ M.S.A.",0.4513161885303995,0.4324038122132016,0.3014167638131846,0.8249048582301916,0.32027152900945516,0.3474934476394534,0.36841710470893013,0.3065967092639564,0.620041433198771
239,"Tucson, AZ M.S.A.",0.5540715971506847,0.9442287327920931,0.5408698026612895,0.6599924572290601,0.4980158476987663,0.6076416480055974,0.49958936543014665,0.5849703231956229,1.0227210340148865
240,"Tulsa, OK M.S.A.",0.569278710299339,0.49417578538651596,0.4463488662738797,0.3569102067404943,0.6513889066108639,0.3908091010011696,0.4524192819376564,0.344621015718452,0.6100696790327627
241,"Tuscaloosa, AL M.S.A.",0.690591951914592,0.7500882456759619,0.6647972525914491,0.5406795350910274,0.7327965701598809,0.7941463916515509,0.5809469406282033,0.9031665050061674,0.3725402539548091
242,"Tyler, TX M.S.A.",0.40767091463482696,0.1500176491351924,0.5597739899387715,0.28182535056742203,0.4303887917724671,0.42824696983581617,0.4508806043925395,0.4336967285643805,0.31573486786305327
243,"Utica-Rome, NY M.S.A.",0.2143601542705781,0.2912107306741969,0.3287228121028808,0.2430829361950149,0.1837414349695679,0.23451480062329946,0.2624406887890029,0.24054148808741022,0.11193013945890355
244,"Vallejo-Fairfield-Napa, CA M.S.A.",0.46910077848391046,0.4059301094246381,0.34657676675383603,0.5012514142695511,0.46203315001722595,0.2983684698033955,0.2841745091137793,0.28037778315273376,0.4675520239859905
245,"Ventura, CA M.S.A.",0.23824477266224975,0.2647370278856336,0.21529768843798905,0.2993108650186854,0.212323435964834,0.197810432353595,0.21661694814848997,0.19311405891763322,0.18531776843345996
246,"Victoria, TX M.S.A.",0.4718500870757576,0.30885986586657255,0.34447630150078246,0.2609113038708128,0.5573490194076893,0.4136747586122991,0.5231022816664644,0.4058854488254607,0.2072780360350066
247,"Vineland-Millville-Bridgeton, NJ M.S.A.",0.623147975520843,0.18531591951994353,0.3770335129231125,0.835876161415298,0.5657705018437944,0.373772327879447,0.4918959777045621,0.34684481992264987,0.3048667762439205
248,"Visalia-Tulare-Porterville, CA M.S.A.",0.5575082328904936,0.4059301094246381,0.35812932564563055,0.3089107553056536,0.6635107373901064,0.3660754619513208,0.49814685523159963,0.30356300105946415,0.5553930943921771
249,"Waco, TX M.S.A.",0.4876586114788784,0.6265442993293329,0.8842958715355451,0.42925223711729,0.44799734595705065,0.5371571337184243,0.48223115937429656,0.5406864197219036,0.6170162942944764
250,"Washington, D.C.-MD-VA-WV M.S.A.",0.3994229888592857,0.6530180021178962,0.2300009452093639,0.5862790139541261,0.33749728853785216,0.308891757908432,0.21714586855462395,0.30518280906005274,0.5417239482320307
251,"Waterloo-Cedar Falls, IA M.S.A.",0.33008886280864175,0.22061418990469467,0.4211432832372371,0.2187403572530599,0.3545954498475202,0.39939594761475883,0.46694055126969725,0.392048444888229,0.2876122802712767
252,"Wausau, WI M.S.A.",0.10301315630077082,0.0,0.15858512660554314,0.05622792882367057,0.11279682535631806,0.21674452693663465,0.17853467890684646,0.2397041297142246,0.11047359109757648
253,"West Palm Beach-Boca Raton, FL M.S.A.",0.6476340051669811,0.5382986233674549,0.41484188747807643,0.7498200020571192,0.624593280677802,0.5767857242403649,0.6543226260609659,0.5310087532777088,0.7488899420853967
254,"Wichita Falls, TX M.S.A.",0.39933707296579046,0.4324038122132016,0.34027537099467536,0.4007954194809201,0.39632006737185965,0.4412250398315257,0.4412638697355588,0.44596883324680614,0.3866575688415177
255,"Wilmington-Newark, DE-MD M.S.A.6",0.0,0.3265090010589481,0.0,0.6939349264579832,0.531829375661916,0.38518559666994656,0.32442054365324346,0.38050388108742367,0.551247533671477
256,"Wilmington, NC M.S.A.",0.4257991681623188,0.5647723261560184,0.3770335129231125,0.6161072444886342,0.3489811282234501,0.5556804679850965,0.8695932313574786,0.46883832586528623,0.5130411497320514
257,"Worcester, MA-CT M.S.A.",0.49478963063898174,0.10589481115425345,0.47155444931052226,0.2499400006857064,0.5829962613721915,0.2433070273950725,0.22493542362677826,0.23672533025551504,0.3309726045661673
258,"Yakima, WA M.S.A.",0.2462349507573054,0.5118249205788916,0.44844933152693334,0.26056845064627826,0.20696431077822158,0.5562868284521153,0.6513414383173018,0.52124872371484,0.6007701779565975
259,"Yolo, CA M.S.A.4",0.0,0.33533356865513586,0.3959377002005945,0.26948263448417725,0.0,0.30930251822479954,0.30456198658657835,0.29383042586948677,0.4355079600367949
260,"York, PA M.S.A.",0.1778458995351089,0.08824567596187786,0.19324280328092674,0.14228408818184932,0.1862933993441452,0.23671530231812585,0.1752169054501881,0.2645777915537719,0.1440862455897397
261,"Yuba City, CA M.S.A.",0.36849326720100584,0.30885986586657255,0.34237583624772894,0.24788288133849892,0.4088246928072885,0.35825145592527136,0.46290152271376533,0.298470214888122,0.589341875429262
