,Metropolitan Statistical Area,All Violent,Murder,Rape,Robbery,Assault,All Property,Burglary,Larceny,Car Theft
23,"Baltimore-Towson, MD M.S.A.",0.5475747690419766,0.7766634050880626,0.16315291009080846,0.713238467167176,0.5298485626207504,0.2711425040896962,0.24395376009801215,0.2615771410872823,0.38011200014850083
24,"Bangor, ME M.S.A.",0.05409680253227985,0.0,0.08038265326425197,0.059503547429956054,0.04965482996668988,0.22321011425033072,0.18836935906302205,0.2503204954982929,0.0783005407631096
25,"Barnstable Town, MA M.S.A.",0.2656434281542787,0.07950097847358122,0.2578611847288875,0.08228643721169598,0.3365494031075648,0.18319868866990116,0.2922489922634267,0.15573557982858344,0.11584767507300592
26,"Baton Rouge, LA M.S.A.",0.4704524834487989,0.7277397260273974,0.2419438276468574,0.5173056150442126,0.47664695908501126,0.3693296197851142,0.3736866030821332,0.36924259223763656,0.3229053550651082
27,"Battle Creek, MI M.S.A.",0.5019816960492328,0.30577299412915854,0.6000843619925346,0.2752709153629048,0.5754640115782453,0.3205136475555614,0.29566017966544483,0.3419290018969574,0.18554190639879098
28,"Bay City, MI M.S.A.",0.18328807822907875,0.05503913894324854,0.5451694800595307,0.12222350282909893,0.16275749822415017,0.20995637839752082,0.21433029055417052,0.21425670948108322,0.1463072604345173
29,"Beaumont-Port Arthur, TX M.S.A.",0.3578107737020203,0.47089041095890416,0.35973227005388014,0.3857009223049854,0.3450222510780714,0.3517127071736802,0.4466501062495104,0.3272931247295636,0.2777644183105138
30,"Bellingham, WA M.S.A.",0.15012353302488785,0.16511741682974562,0.31357193451599286,0.12034726484707328,0.14029459895350477,0.40782409860716906,0.344888999961938,0.4396022219230894,0.27540190199438547
31,"Bend, OR M.S.A.",0.13972281766499367,0.17734833659491195,0.3095925952454853,0.06700849935805862,0.14462954442678722,0.34286906395861944,0.2928594152722089,0.3603693119671906,0.2942176569406931
32,"Billings, MT M.S.A.1",0.14305889617665782,0.20792563600782782,0.23478101695994388,0.09917257904992675,0.14659997418737014,0.3599699018996786,0.19695118842178344,0.42098287971625203,0.2470517062008458
33,"Binghamton, NY M.S.A.",0.11323042948413109,0.1956947162426615,0.17827439931873704,0.10533736099086816,0.10660025004753662,0.1954906490006487,0.12502899509291704,0.2351027638869354,0.042947171603903864
34,"Bismarck, ND M.S.A.",0.07188922126115545,0.0,0.15360249584159041,0.030019807712410262,0.07822606149514241,0.17225165020740332,0.10046844579838653,0.19320924392155128,0.16571364445985695
35,"Blacksburg-Christiansburg-Radford, VA M.S.A.",0.1278175963096431,0.07950097847358122,0.260248788291192,0.09273976311155313,0.12492524682095789,0.20922136295789595,0.17479642392657097,0.23102978277918967,0.1047100981541153
36,"Bloomington, IN M.S.A.",0.12127626589461529,0.10396281800391391,0.25388184545838,0.11096607493694507,0.1086692012961487,0.21062883933164567,0.20750791575013428,0.2178149731960918,0.14267911037760594
37,"Boston-Cambridge-Quincy, MA-NH M.S.A.",0.2604757771264067,0.16511741682974562,0.17668266361053403,0.31896045694435904,0.2505401440581198,0.1743628647680279,0.16721999717050967,0.16570543193573017,0.23903602584255335
38,"Boston-Quincy, MA M.D.",0.38770465369869733,0.3118884540117417,0.22920994198123334,0.5191818530262382,0.3598004742824434,0.21037862130964574,0.1870407913380255,0.1972710355207592,0.34307111933491774
39,"Cambridge-Newton-Framingham, MA M.D.",0.1568611033523665,0.05503913894324854,0.11380910313651517,0.18574756022053848,0.15300387090926468,0.14887972308997047,0.1505949469901476,0.14405373291515905,0.16647302470432676
40,"Essex County, MA M.D.",0.2570742853105923,0.07338551859099805,0.1209719138234287,0.24283880167360442,0.2816729342753301,0.16433850526165486,0.1943658674434118,0.1454748004994549,0.21962964181721367
41,"Rockingham County-Strafford County, NH M.D.",0.07712228559317769,0.07338551859099805,0.26741159897810557,0.05173056150442125,0.06285670936259553,0.1250620951208502,0.09131210066665366,0.1404507111659994,0.07576927328154355
42,"Bowling Green, KY M.S.A.",0.20552860164017323,0.16511741682974562,0.340631441555444,0.21978787789443227,0.18393961815041668,0.26852303417188417,0.24686224619868027,0.2870444625192306,0.152888555886589
43,"Bremerton-Silverdale, WA M.S.A.",0.2749975306477684,0.17734833659491195,0.6932009009224105,0.13160469273922715,0.2772394673140185,0.2250867494153303,0.26948380475943207,0.2110676995478208,0.20402015901422307
44,"Bridgeport-Stamford-Norwalk, CT M.S.A.1",0.18740911639054628,0.21404109589041098,0.12495125309393623,0.3125276410059854,0.1484718824599239,0.17559049693846515,0.13756062039085734,0.1763914125892937,0.24131416657596277
45,"Brownsville-Harlingen, TX M.S.A.",0.3137876200088832,0.20792563600782782,0.30083804885036874,0.185211492225674,0.3639383767796675,0.39301431943004705,0.35540982005447813,0.42328791847503117,0.21389210219233062
46,"Brunswick, GA M.S.A.",0.4597247015681533,0.1834637964774951,0.2841248239142372,0.3219088309161136,0.5359568948785575,0.3530967256078674,0.37497926357131894,0.35932868767317866,0.21946089065177596
47,"Buffalo-Niagara Falls, NY M.S.A.",0.3373364095029833,0.3485812133072408,0.23398514910584234,0.526954838951773,0.27980102600277634,0.23560372565251575,0.2346178787872257,0.23158925820607784,0.24468918988471752
48,"Burlington, NC M.S.A.",0.3304025992630538,0.3485812133072408,0.16951985292362048,0.24551914164792676,0.3807855512326516,0.312350284587813,0.3742252116192939,0.30827096021536676,0.1666417758697645
49,"Cape Coral-Fort Myers, FL M.S.A.",0.37141674096527805,0.38527397260273977,0.2833289560601357,0.419473205981447,0.3640368982676967,0.2762406962879452,0.3328600759653478,0.24130175161685602,0.3790994931558744
50,"Carson City, NV M.S.A.",0.33216875847511135,0.21404109589041098,0.02785537489355266,0.12490384280342127,0.447583120116413,0.19570958976989866,0.2393935411500511,0.1832282023058668,0.16756990727967203
51,"Casper, WY M.S.A.",0.15365585144900287,0.17734833659491195,0.08038265326425197,0.061915853406846175,0.1959592396899726,0.3735755068459259,0.35551754176191025,0.40267684374847196,0.159301100173223
52,"Cedar Rapids, IA M.S.A.",0.15130097249959285,0.024461839530332687,0.21090498133689872,0.13642930469300735,0.15123048412474002,0.24802079499426327,0.20621525526094844,0.2728897342189606,0.13398842535756256
53,"Charleston, WV M.S.A.",0.25040212828726394,0.39750489236790615,0.14484794944647383,0.17154175835663008,0.2897516962937202,0.3216943638468737,0.3472947847612561,0.3091437418813123,0.3240866132231724
54,"Charleston-North Charleston, SC M.S.A.",0.551892047115895,0.41585127201565564,0.39156698421794034,0.5390163688362235,0.5779270487789739,0.34360407939824433,0.3238832670126685,0.33408515641198566,0.4274467020537858
55,"Charlotte-Gastonia-Concord, NC-SC M.S.A.",0.5479672488668782,0.4831213307240705,0.29765457743396273,0.8065142982735936,0.48413459217522636,0.40430540767279477,0.48582490051900273,0.35607254068868965,0.5362068281784068
56,"Charlottesville, VA M.S.A.",0.18858655586525128,0.20181017612524466,0.33824383799313945,0.14741869858772896,0.18472779005464987,0.20844725095233363,0.13149229753884611,0.23749731871401664,0.1494291569951154
57,"Chattanooga, TN-GA M.S.A.",0.3854151880534376,0.3791585127201566,0.2944711060175567,0.29269312519600005,0.4302433382232832,0.36147121003167826,0.32330875123969705,0.37157001001349116,0.33893671578169315
58,"Cheyenne, WY M.S.A.",0.11669733460409583,0.3546966731898239,0.250698374041974,0.06888473734008427,0.11369379718563519,0.2858271742558183,0.1578482086239125,0.3423542032213924,0.13179466020687197
59,"Chico, CA M.S.A.",0.22946987095917498,0.28742661448140905,0.3637116093243877,0.2074583140125495,0.21970291830499694,0.2675378007102594,0.37433293332672607,0.19604018958160524,0.5289505280645842
60,"Cincinnati-Middletown, OH-KY-IN M.S.A.",0.2400014129273697,0.34246575342465757,0.35097772365876356,0.47468820945248724,0.13812712621686352,0.2874301334592555,0.26510312199052455,0.2929077649930183,0.26983311353494016
61,"Clarksville, TN-KY M.S.A.",0.3413266210561502,0.20181017612524466,0.32710168803571843,0.24123059768901106,0.3816722446249139,0.24052989296063976,0.2895559495776229,0.23378240187947938,0.15221355122483807
62,"Coeur d'Alene, ID M.S.A.",0.21213534535935133,0.24461839530332685,0.41862649125739143,0.05762730944793042,0.2425599035277589,0.26473848658913496,0.25379234271014867,0.26855939441484633,0.23532350020292314
63,"College Station-Bryan, TX M.S.A.",0.3324958249958627,0.28742661448140905,0.4377273197558275,0.2031697700536337,0.36728810737265855,0.3594929237952411,0.4223050003698441,0.3609847349367676,0.16470113746723053
64,"Colorado Springs, CO M.S.A.",0.3123485273175771,0.17734833659491195,0.432156244777117,0.21791163991240664,0.33408636590683616,0.32107663810506126,0.28592931876074046,0.3278302211393762,0.3207959654971365
65,"Columbia, MO M.S.A.",0.27578249029757174,0.3608121330724071,0.1512148922792859,0.22488052384564472,0.30817521455517055,0.23764456639445283,0.19519173386705832,0.25929448134557875,0.15052603957046068
66,"Columbia, SC M.S.A.",0.4748351748268675,0.4341976516634051,0.32789755588981995,0.37873203837174735,0.5282722188122841,0.31396106310443767,0.2885505469749229,0.31767014738708754,0.31438342121050256
67,"Columbus, GA-AL M.S.A.",0.27610955681832317,0.5748532289628181,0.10823802815780462,0.4749562434499195,0.2186191819366763,0.42760696097154016,0.4077984771023144,0.4115501240189179,0.5525756912258672
68,"Columbus, IN M.S.A.",0.09445681119300134,0.0,0.10823802815780462,0.06942080533494872,0.10334904094257479,0.3089801606040012,0.1639165314759237,0.37110005065490514,0.15061041515317958
69,"Columbus, OH M.S.A.",0.28879973782347707,0.4036203522504893,0.38520004138512826,0.6875072034136814,0.12817645592591972,0.3773913316814251,0.4458960542974853,0.339209951322281,0.46668134801805944
70,"Corpus Christi, TX M.S.A.",0.39359185107222233,0.17734833659491195,0.5467612157677337,0.3468359926773114,0.3947756025327904,0.4923117775980898,0.41537490385837567,0.543429671644991,0.23844539676352128
71,"Corvallis, OR M.S.A.",0.08791548077797354,0.07338551859099805,0.1384810066136618,0.07665772326561907,0.08581221607338668,0.2935761136246292,0.18628673938600043,0.3395120680528006,0.17001679917851922
72,"Cumberland, MD-WV M.S.A.",0.22148944785284108,0.06115459882583171,0.25865705258298904,0.06861670334265203,0.27536755904146476,0.19309793916527418,0.20355811981095537,0.20275389470426297,0.0764442779432945
73,"Dallas-Fort Worth-Arlington, TX M.S.A.",0.36029647925973085,0.41585127201565564,0.2721868061027146,0.5229343289902895,0.31004712282772434,0.3696736695653641,0.37742095560644773,0.3508582297100922,0.45647190250907643
74,"Dallas-Plano-Irving, TX M.D.",0.38659262752814255,0.4464285714285715,0.2530859776042785,0.601200256240502,0.3226578732954551,0.36857896571911436,0.38377653634494463,0.34114573629931405,0.5029628485871728
75,"Fort Worth-Arlington, TX M.D.",0.30731170289800575,0.34246575342465757,0.3119801988077898,0.36533033850013563,0.2844315359401462,0.3718865351974262,0.3646020724220217,0.37047343817679046,0.3626462545256951
76,"Danville, VA M.S.A.",0.1908106082063607,0.6115459882583171,0.18145787073514308,0.2540962295657583,0.16167376185582955,0.19597544641827364,0.15777639415229106,0.21351820191759086,0.1338196741921248
77,"Dayton, OH M.S.A.",0.19957599096249798,0.2935420743639922,0.35018185580466205,0.37417546041539934,0.1149745765300141,0.2953510977181914,0.30259027617691325,0.2803643259221862,0.36197124986394413
78,"Decatur, AL M.S.A.",0.13651756576163004,0.07950097847358122,0.15041902442518437,0.14259408663394874,0.13329957330343534,0.2844900717007561,0.2864679272979012,0.2956156260591569,0.16756990727967203
79,"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",0.3716783941818792,0.3485812133072408,0.30720499168318083,0.3412072787312345,0.39063770003556625,0.27470811090319547,0.3166300053789036,0.2527150503253741,0.3145521723759403
80,"Denver-Aurora, CO M.S.A.1",0.29063131033968487,0.30577299412915854,0.3637116093243877,0.32968181684164843,0.2666976680948998,0.3485615239591183,0.29052544494451227,0.3166630916186889,0.6906985201366543
81,"Des Moines-West Des Moines, IA M.S.A.1",0.21736840969137355,0.07338551859099805,0.24592316691736493,0.17422209833095242,0.2317225398445528,0.32756666805068496,0.28639611282627986,0.34558797118880585,0.2557423912208892
82,"Detroit-Warren-Livonia, MI M.S.A.1, 2",0.48163815845849633,0.5993150684931509,0.31357193451599286,0.5757370264844397,0.4654155094496885,0.0,0.26381046150133874,0.20380570850681268,0.0
83,"Detroit-Livonia-Dearborn, MI M.D.1",0.818124195007526,1.1925146771037183,0.39077111636383877,1.0748163297032602,0.7695513429956641,0.35297943591005493,0.3925019946469489,0.22541264949323278,1.1868269465235985
84,"Warren-Troy-Farmington Hills, MI M.D.2",0.20775265398128273,0.11619373776908025,0.250698374041974,0.1693974863771722,0.21783101003244312,0.0,0.1590690546414769,0.18622699059398723,0.0
85,"Dothan, AL M.S.A.",0.2418329854435775,0.4464285714285715,0.43295211263121847,0.34871223065933704,0.17517120571582265,0.3027872645595024,0.3150859942390428,0.31101238980711865,0.18166062959372303
86,"Dover, DE M.S.A.",0.395881316717482,0.17123287671232879,0.4122595484245794,0.18440739023337732,0.47457800783639914,0.2352127599931408,0.19741798248732273,0.2526031552399965,0.16942617009948716
87,"Dubuque, IA M.S.A.",0.2656434281542787,0.06727005870841489,0.19180415283846264,0.02921570572011356,0.36443098421981324,0.17878077671896453,0.1945454036224654,0.1822323360460059,0.097875675953887
88,"Durham, NC M.S.A.",0.32556201475593327,0.642123287671233,0.22045539558611676,0.48138905938829313,0.2757616449935813,0.35126700632199276,0.4148722025570257,0.3400155959369999,0.2516079876676647
89,"Eau Claire, WI M.S.A.",0.08202828340444852,0.036692759295499026,0.08277025682655649,0.052266629499285726,0.09349689213966013,0.17822560548265215,0.13788378551315378,0.20044885594548384,0.08775060602762283
90,"El Centro, CA M.S.A.",0.3345890507286716,0.0,0.19180415283846264,0.1937885801435055,0.40896269680898756,0.317385922280562,0.5187518357574303,0.2146595317884427,0.5871696801406031
91,"Elizabethtown, KY M.S.A.",0.10498835316119608,0.05503913894324854,0.20931324562869572,0.12141940083680221,0.08669890946564901,0.14543140597428364,0.12632165558210287,0.1579846710446738,0.08108493499283224
92,"Elkhart-Goshen, IN M.S.A.",0.11637026808334446,0.1895792563600783,0.24751490262556797,0.2417666656838755,0.05261047460756428,0.29266125398169196,0.2571676228763561,0.3090654153215479,0.2231734162914061
93,"Elmira, NY M.S.A.",0.15169345232449452,0.26908023483365956,0.24751490262556797,0.1366973386904396,0.14325024359437916,0.22830048713539217,0.17095434969482426,0.2654822795669616,0.059906663730396346
94,"El Paso, TX M.S.A.1",0.26747500067048646,0.15288649706457927,0.3700785521571997,0.17636637031041028,0.2897516962937202,0.24259419164213936,0.12962512127668882,0.2629086926032761,0.33066790867524404
95,"Erie, PA M.S.A.",0.17040165731147403,0.17123287671232879,0.3294892915980229,0.23399367975834068,0.12709271955759913,0.15747314828303127,0.158925425698234,0.16489978732101124,0.08235056873361526
96,"Eugene-Springfield, OR M.S.A.",0.16183251446778762,0.1467710371819961,0.24910663833377097,0.15170724254664472,0.15487577918181844,0.4301716956970396,0.38058079235779085,0.39523582057085965,0.7672271736626676
97,"Evansville, IN-KY M.S.A.",0.15215134545354644,0.17734833659491195,0.21090498133689872,0.16966552037460442,0.13773304026474695,0.22335086188770567,0.1932527431332796,0.24378582251223935,0.11770393789282099
98,"Fairbanks, AK M.S.A.",0.6280331331468184,0.3791585127201566,1.1754968205079224,0.536067994864469,0.5972372604326868,0.4345505110820387,0.27623436509184685,0.45657670637487563,0.5972103744841484
99,"Fargo, ND-MN M.S.A.",0.07895385810938546,0.09784735812133075,0.3056132559749778,0.029483739717545795,0.06866947715631519,0.17472255317465282,0.13511892835572856,0.18786065884050063,0.1513697953976494
100,"Farmington, NM M.S.A.2  ",0.0,0.1956947162426615,0.7465240471472113,0.10238898701911357,0.0,0.20716488358958388,0.21863915885145657,0.1962975482779738,0.24148291774140052
101,"Fayetteville, NC M.S.A.",0.380574603546317,0.39750489236790615,0.20294630279588372,0.49345058927274366,0.3602930817225891,0.43478509047766367,0.6128647008173199,0.3904355214081594,0.30738024784483653
102,"Fayetteville-Springdale-Rogers, AR-MO M.S.A.",0.19159556785616405,0.17123287671232879,0.44409426258863954,0.06111175141454946,0.2084714686696742,0.2414134753508271,0.18190605661709297,0.2671383268305505,0.1631823769782909
103,"Flagstaff, AZ M.S.A.",0.38495729492438563,0.04892367906066537,0.4767248446068013,0.1562638205029927,0.46255838629684326,0.3725120802524261,0.2531819197013665,0.4299232970379245,0.18284188775178717
104,"Flint, MI M.S.A.1",0.5619656959550378,0.782778864970646,0.5555157621628501,0.466379155532088,0.5935919653756083,0.31825386604437433,0.4057876718969142,0.2609281495920921,0.5130879185134369
105,"Florence, SC M.S.A.",0.8414767445891754,0.4892367906066537,0.40589260559176743,0.5966436782841539,0.9899439117168649,0.448312502292036,0.5048557354986829,0.4379349851509628,0.34897741012523853
106,"Fond du Lac, WI M.S.A.",0.08248617653350046,0.0,0.07242397472323692,0.029751773714978027,0.10433425582286626,0.1426633691059092,0.08980399676260353,0.16905109498852125,0.053578495026481245
107,"Fort Collins-Loveland, CO M.S.A.",0.15790771621877092,0.11007827788649709,0.4815000517314103,0.08148233521939928,0.14640293121131184,0.23507201235576586,0.1803261382414214,0.25314025164980913,0.20393578343150418
108,"Fort Smith, AR-OK M.S.A.",0.3603618925638811,0.2568493150684932,0.39156698421794034,0.14018178065705864,0.43851914321773156,0.2670999191717595,0.28736560819316914,0.26944336558932963,0.17516370972437018
109,"Fort Walton Beach-Crestview-Destin, FL M.S.A.",0.20762182737298213,0.09784735812133075,0.19339588854666565,0.15304741253380588,0.23093436794031963,0.22662715411326753,0.20919555583323798,0.23571818685651233,0.17642934346515318
110,"Fort Wayne, IN M.S.A.",0.14946939998338507,0.4097358121330725,0.21090498133689872,0.2776832213397949,0.09044272601075658,0.2572241266159489,0.24618000871827664,0.26718308486470155,0.18242000983819281
111,"Fresno, CA M.S.A.",0.4178601869119754,0.5381604696673191,0.23239341339763936,0.49345058927274366,0.4105390406174539,0.3754052261318005,0.3123570443174283,0.3355509820304326,0.7866335576880074
112,"Gadsden, AL M.S.A.",0.2732967847398612,0.4097358121330725,0.39077111636383877,0.441183959773458,0.19438289588150626,0.35204893764074263,0.3270071965282009,0.36688160593616864,0.26401119832733827
113,"Gainesville, FL M.S.A.",0.5673950001995107,0.17734833659491195,0.5762083263694895,0.32217686491354586,0.6620643995558652,0.32222607714362356,0.37433293332672607,0.30834928677513107,0.2722800054337874
114,"Gainesville, GA M.S.A.",0.159804702039129,0.22015655577299417,0.2355768848140454,0.10372915700627475,0.16985104536224876,0.28122159878838165,0.24474371928584793,0.2802188623111953,0.3464461426436724
115,"Goldsboro, NC M.S.A.",0.29566813475925624,0.6849315068493151,0.054914881933003826,0.33691873477231876,0.30364322610582983,0.335268691540371,0.4136513565394613,0.3261182263330985,0.18672316455685511
116,"Grand Forks, ND-MN M.S.A.",0.09694251675071189,0.1895792563600783,0.23955622408455293,0.03055587570727473,0.10216678308622502,0.2621111973581355,0.17494005286981384,0.2935455669796708,0.2037670322660665
117,"Grand Junction, CO M.S.A.",0.17746629415970402,0.0,0.16076530652850393,0.08523481118345057,0.21615614473594766,0.32194458186887365,0.2794301090790007,0.3359873728634053,0.28383946026627227
118,"Grand Rapids-Wyoming, MI M.S.A.1",0.29239746955174234,0.09784735812133075,0.3955463234884478,0.30877516504193414,0.2763527739217562,0.244314440543389,0.24470781205003725,0.25164085750574894,0.16377300605732298
119,"Great Falls, MT M.S.A.1",0.16798136505791372,0.15288649706457927,0.19737522781717318,0.08309053920399269,0.19556515373785602,0.36677270437280224,0.13630386713748222,0.45489828009421124,0.20722643115754003
120,"Greeley, CO M.S.A.",0.288080191477824,0.1895792563600783,0.2682074668322071,0.10855376896005497,0.35763300154580213,0.3466848887941187,0.368623682832822,0.33136610583730924,0.376146347760714
121,"Green Bay, WI M.S.A.",0.12997623534660224,0.20792563600782782,0.2252306027107258,0.06674046536062639,0.1399990344894173,0.18301884446658867,0.15623238301243023,0.19784170045618504,0.11593205065572476
122,"Greensboro-High Point, NC M.S.A.",0.3143109264420854,0.4892367906066537,0.17588679575643254,0.46530701954235903,0.2728060003527069,0.3610333284931783,0.480833794741313,0.3290498775699923,0.28459884051074213
123,"Greenville, NC M.S.A.",0.3657257835042039,0.5626223091976518,0.19976283137947767,0.3870410922921466,0.3748742619509028,0.3463877548929937,0.5223066521026912,0.3093115845093787,0.1780324795368117
124,"Greenville, SC M.S.A.",0.46155627408436106,0.38527397260273977,0.3294892915980229,0.3125276410059854,0.5333953361897996,0.31623648324199977,0.3609395343693286,0.2993305428936942,0.3071271210966799
125,"Hagerstown-Martinsburg, MD-WV M.S.A.",0.19787524505459073,0.17123287671232879,0.07083223901503392,0.17314996234122346,0.22275708443390044,0.17699015399902737,0.15738141455837318,0.18462689087308715,0.1478260209234569
126,"Hanford-Corcoran, CA M.S.A.",0.24935551542085949,0.17123287671232879,0.24433143120916193,0.15679988849785717,0.2849241433802919,0.21664189117283197,0.20890829794675222,0.1955478512059437,0.3721806953729272
127,"Harrisburg-Carlisle, PA M.S.A.",0.22933904435087443,0.22627201565557734,0.2833289560601357,0.3910616022536301,0.1630530626882376,0.18931339158252491,0.15623238301243023,0.208885745382957,0.10057569460089077
128,"Harrisonburg, VA M.S.A.",0.0770568722890274,0.11007827788649709,0.17588679575643254,0.09032745713466303,0.05930993579354626,0.12190309259310081,0.11070200800444091,0.13004446822587995,0.07475676628891714
129,"Hartford-West Hartford-East Hartford, CT M.S.A.",0.1929038339391696,0.25073385518590996,0.14564381730057535,0.35326880861568505,0.1385212121689801,0.25119543614838763,0.18459909930289678,0.25883571149553036,0.32501474463307994
130,"Hickory-Lenoir-Morganton, NC M.S.A.",0.18531589065773738,0.324119373776908,0.17349919219412802,0.16082039845934068,0.1933976810012148,0.2831607884588813,0.41142510791919684,0.24594539766002763,0.23414224204485898
131,"Hinesville-Fort Stewart, GA M.S.A.",0.24353373135148473,0.07950097847358122,0.21329258489920325,0.26562169145534437,0.24147616715943832,0.29851791955912826,0.3260017939255008,0.30686108213960867,0.1412447254713852
132,"Holland-Grand Haven, MI M.S.A.",0.1271634632681403,0.04892367906066537,0.6271438690319857,0.04020509961483517,0.09832444505308831,0.14910648317240793,0.1435930360070578,0.15936098059481862,0.06986298249122279
133,"Honolulu, HI M.S.A.",0.18505423744113625,0.10396281800391391,0.20533390635818818,0.2481994816222491,0.1604915039994798,0.3647787795099901,0.24539004953044083,0.36180156906002425,0.6312981099025712
134,"Hot Springs, AR M.S.A.",0.43382103312464326,0.5259295499021527,0.4448901304427411,0.2996620091292381,0.4797011252139148,0.5944163692004445,0.6963131168414265,0.5727685630310052,0.45891879440792355
135,"Houma-Bayou Cane-Thibodaux, LA M.S.A.",0.30037789265807624,0.3363502935420744,0.2801454846437297,0.19110824016918318,0.342066606437197,0.28692187810206804,0.2590707063743241,0.30916612089838774,0.15601045244718711
136,"Houston-Sugar Land-Baytown, TX M.S.A.",0.46613520537488057,0.5565068493150686,0.2849206917683386,0.7440623768718829,0.38443084628973,0.33001411307837203,0.3606881837186536,0.2960184483665164,0.48136269941114257
